icao24,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription
4caa63,EI-RDI,EMBRAER,Empresa Brasileira De Aeronautica Sa,ERJ 170-200 STD,E75S,17000340,,L2J,Alitalia,ALITALIA,AZA,AZ,Nac Aviation 19 Limited,,2012-06-26,,,2012-01-01,,,2x GENERAL ELECTRIC COMPANY CF34-8E5,false,false,false,,Large (75000 to 300000 lbs)
4242fd,VP-BDL,AIRBUS,Airbus,A320 232,A320,2343,,L2J,,SVERDLOVSK AIR,SVR,,Ural Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a05a01,N12114,BOEING,Boeing,757-224,B752,27556,,L2J,,UNITED,UAL,,United Airlines Inc,,,2022-12-31,,1995-01-01,,,ROLLS-ROYC RB.211 SERIES,false,false,false,,No ADS-B Emitter Category Information
a1b7bb,N21FW,BEECH,Beech,B-99,BE99,U-117,,L2T,,,,,Uas Transervices Inc,,,2023-01-31,,1969-01-01,,,U/A CANADA PT6 SER 578HP,false,false,false,,Light (< 15500 lbs)
3b77fb,F-RADA,AIRBUS,Airbus,Airbus A310 304,A310,421,,L2J,Force Aerienne Francaise,FRENCH AIR FORCE,FAF,,French Air Force,,,,,,,,,false,false,false,,
a7b169,N595QS,,Textron Aviation Inc,680A,,680A0146,,,,,,,Aero Mcplaneface Llc,,,2021-10-31,,2018-01-01,,,P&W CANADA PW306D1,false,false,false,,
76cec5,9V-SVE,BOEING,Boeing,777 212ER,B772,30870,,L2J,,SINGAPORE,SIA,,Singapore Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
4ca8e8,EI-ENW,BOEING,The Boeing Company,BOEING 737-8AS,B738,40306,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2011-02-15,,,2011-01-01,,,2x CFM CFM56-7B,false,false,false,,No ADS-B Emitter Category Information
a8540b,N636AE,HARBIN,Embraer,EMB-145LR,E145,145160,,L2J,,PIEDMONT,PDT,,American Airlines Inc,,,2023-09-30,,1999-01-01,,,ALLISON AE3007C SER,false,false,false,,
0c20bd,HP-1851CMP,BOEING,Boeing,737NG 8V3/W,B738,44153,5631,L2J,Copa Airlines,COPA,CMP,CM,Copa Airlines,,2015-10-22,,,2015-01-01,,,,false,false,false,,No ADS-B Emitter Category Information
4074d3,,,,,,,,,,,,,,,,,,,,,,false,false,false,,Heavy (> 300000 lbs)
76aa68,9V-JSH,AIRBUS,Airbus,A320 232,A320,2604,,L2J,,JETSTAR ASIA,JSA,,Jetstar Asia Airways,,,,,,,,,false,false,false,,
4b8684,TC-ATD,AIRBUS,Airbus,A319 112,A319,1124,,L2J,,ATLASJET,KKK,,Atlasglobal,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a9926b,N716AV,RAYTHEON,Raytheon Aircraft Company,B200,BE20,BB-1876,,L2T,,,,,Southwest Charter Flights Llp,,,2021-06-30,,,,,,false,false,false,,
a6743a,N515CF,,Dassault Aviation,FALCON 2000EX,F2LX,170,,,,,,,Shuert Enterprises Llc,,,2023-03-31,,2008-01-01,,,P&W CANADA PW308C,false,false,false,,Small (15500 to 75000 lbs)
a7239e,N5593C,,Beech,A36,,E-2493,,,South Coast Aviation,SOUTHCOAST,GAD,,South Coast Aviation Llc,,,2023-04-30,,1989-01-01,,,CONT MOTOR IO-550 SERIES,false,false,false,,
4409c0,OE-IVA,AIRBUS,Airbus Industries,A320-214,A320,6970,,L2J,,EASY,EZY,,Easyjet Europe Airline Gmbh,,,,,,,,,false,false,false,,
a1fca6,N227SV,GULFSTREAM AEROSPACE,Gulfstream Aerospace,G-IV,GLF4,1172,,L2J,,,,,Assembly Point Aviation Inc,,,2022-04-30,,1991-01-01,,,ROLLS-ROYC TAY 611SER,false,false,false,,Small (15500 to 75000 lbs)
a32f82,N304PQ,CANADAIR,Bombardier Inc,CL-600-2D24,CRJ9,15304,,L2J,,,,,Wells Fargo Trust Co Na Trustee,,,2023-02-28,,2014-01-01,,,GE CF34-8C5,false,false,false,,Large (75000 to 300000 lbs)
0c2083,HP-1827CMP,BOEING,Boeing,737NG 8V3/W,B738,38142,,L2J,,COPA,CMP,,Copa Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
398275,F-HATV,Trexton,Trexton,680 Citation Latitude,680 Citation Latitude,680A0152,,C68A,Astonjet,,,,Astonjet,,2018-08-31,,,,,,,false,false,false,,
a4ea7e,N416AV,AIRBUS,Airbus,A320-214,A320,4167,,L2J,, S.A.,AVA,,Aircol 19,,,2022-10-31,,2009-01-01,,,CFM INTL CFM56-5B4,false,false,false,,Large (75000 to 300000 lbs)
78035c,B-5332,BOEING,Boeing,737NG 8FH/W,B738,35095,,L2J,,SHANDONG,CDG,,Shandong Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
71bc21,HL7421,BOEING,Boeing,Boeing 747-48E(BDSF),B744,25784,,L4J,,ASIANA,AAR,,Asiana Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a85099,N635CZ,EMBRAER,Embraer,EMB-175 LR,E75S,17000252,,L2J,,Compass Rose,CPZ,,Delta Connection,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
400663,G-BMRA,BOEING,Boeing Company,BOEING 757-236,B752,23710,,L2J,Dhl Air,WORLD EXPRESS,DHK,,Dhl Air,,2002-11-27,,,1987-01-01,,,2 x ROLLS-ROYCE RB211-535C-37<br>,false,false,false,,No ADS-B Emitter Category Information
0a8052,C6-BFR,ATR,Avions De Transport Regional,ATR 72 600,AT76,1314,,L2T,Bahamasair,BAHAMAS,BHS,UP,Bahamasair,F-WWEU,2016-03-09,,,2016-01-01,,,,false,false,false,,No ADS-B Emitter Category Information
75041b,9M-LCL,BOEING,Boeing,737NG 800/W,B738,39838,,L2J,,Malindo,MXD,,Batik Air Malaysia,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
e082d7,,,,,,,,,,,,,,,,,,,,,,false,false,false,,Large (75000 to 300000 lbs)
a21ba0,N235FR,AIRBUS,Airbus,A320-214,A320,7272,,L2J,,FRONTIER FLIGHT,FFT,,Alc A320 7272 Llc,,,2022-09-30,,2016-01-01,,,CFM INTL CFM56-5B4/3,false,false,false,,No ADS-B Emitter Category Information
c058be,C-GHPT,BOEING,The Boeing Company,787-8 (Boeing),B788,35258,,L2J,,AIR CANADA,ACA,,Air Canada,,2014-06-12,,,,,,,false,false,false,,Heavy (> 300000 lbs)
a39c62,N33132,BOEING,Boeing,757-224,B752,29281,,L2J,,UNITED,UAL,,United Airlines Inc,,,2023-10-31,,1998-01-01,,,ROLLS-ROYC RB.211 SERIES,false,false,false,,No ADS-B Emitter Category Information
a511fd,N426AV,AIRBUS,Airbus,A320 214,A320,4026,,L2J,, S.A.,AVA,,Avianca,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
780473,B-6359,AIRBUS,Airbus,A320 214,A320,3456,,L2J,,SHENZHEN AIR,CSZ,,Shenzhen Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
748021,OD-MEC,AIRBUS,Airbus,A330 243,A332,995,,L2J,,CEDAR JET,MEA,,Middle East Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a5c725,N471ZW,CANADAIR,Bombardier Inc,CL-600-2B19,CRJ2,7457,,L2J,,AIR WISCONSIN,AWI,,Air Wisconsin Airlines Llc,,,2023-08-31,,2000-01-01,,,GE CF34-3B1,false,false,false,,
abf4cd,N87JH,SOCATA,Socata,TBM 700,TBM9,1114,,L1T,,,,,Aaa Roofing Co Inc,,,2022-07-31,,2016-01-01,,,P&W CANADA PT6A66D,false,false,false,,Light (< 15500 lbs)
a4e766,N415HD,,Raytheon Aircraft Company,390,,RB86,,,,,,,Brokers International Ltd,,,2023-02-28,,2004-01-01,,,WILLIAMS FJ44-2A,false,false,false,,
ac4d1a,N892DN,BOEING,Boeing,737-900ER,B739,32000,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2024-03-31,,2018-01-01,,,CFM INTL CFM56-7B27E,false,false,false,,Large (75000 to 300000 lbs)
7c492b,VH-OQL,AIRBUS,Airbus Industrie,A380-842,A388,0074,,L4J,,QANTAS,QFA,,Qf Eca A380 2011 No.2 Pty Limited,,,,,2011-01-01,,,4x Rolls Royce Ltd RB211 Trent 972-84,false,false,false,,Heavy (> 300000 lbs)
ab53c2,N829RA,RAYTHEON,Bombardier Inc,BD-700-1A10,GLEX,9029,,L2J,,,,,Pacifico Air Partners Llc,,,2021-10-31,,1999-01-01,,,ROLLS DEUT BR700-710A220,false,false,false,,Large (75000 to 300000 lbs)
c046f7,C-GAWS,BOEING,The Boeing Company,737-8CT (Boeing),B738,38880,,L2J,,WESTJET,WJA,,Westjet,,2012-12-06,,,,,,,false,false,false,,No ADS-B Emitter Category Information
8880e1,VN-A863,BOEING,Boeing,787 9,B789,35153,,L2J,,VIET NAM AIRLINES,HVN,,Vietnam Airlines,,,,,,,,,false,false,false,,Heavy (> 300000 lbs)
88516d,HS-TKM,BOEING,Boeing,777 3ALER,B77W,41522,,L2J,,THAI,THA,,Thai Airways International,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
4ca4ed,EI-DPI,BOEING,The Boeing Company,BOEING 737-8AS,B738,33608,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2007-02-07,,,2006-01-01,,,2x CFM CFM56-7B26,false,false,false,,No ADS-B Emitter Category Information
a3f699,N3544M,PIPER,Piper,PA-31-325,PA31,31-8012005,,L2P,,,,,Southern Aircraft Consultancy Inc Trustee,,,2021-12-31,,1979-01-01,,,LYCOMING TI0-540 SER,false,false,false,,Light (< 15500 lbs)
8000fb,VT-JGA,BOEING,Boeing,737NG 85R,B738,30410,,L2J,,JET AIRWAYS,JAI,,Jet Airways,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
abdcb7,N86324,EMBRAER,Embraer,EMB-175 200LR,E75L,17000471,,L2J,,AIR SHUTTLE,ASH,,United Express,,,,,,,,,false,false,false,,Large (75000 to 300000 lbs)
896241,A6-EIK,AIRBUS,Airbus,A320 232,A320,3676,,L2J,,ETIHAD,ETD,,Etihad Airways,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
ae0130,87-0118,MCDONNELL DOUGLAS,Mcdonnell Douglas,KC-10A Extender,DC10,48304,,L3J,Air Mobility Command,REACH,RCH,MC,United States Air Force,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a1e993,N222MS,RAYTHEON,Dassault Aviation,FALCON 2000EX,H25B,177,,L2J,,,,,Stavola Aviation Inc,,,2023-11-30,,2008-01-01,,,P&W CANADA PW308C,false,false,false,,
a33716,N306RC,,Boeing,737-8,,44465,,,American Airlines,AMERICAN,AAL,AA,American Airlines Inc,,,2023-12-31,,2017-01-01,,,CFM INTL LEAP-1B25,false,false,false,,Large (75000 to 300000 lbs)
4b39bc,HB-VWM,CESSNA,Cessna Aircraft Company,525,C525,525-0690,,L2J,Nomad Aviation,NOMAD AIR,NMD,,Flylease Gmbh,,2009-06-05,,,2009-01-01,,,"WILLIAMS INTERNATIONAL CO., L.L.C. FJ44-1AP",false,false,false,,Light (< 15500 lbs)
ac754b,N9010R,AIRBUS,Airbus,A319-115,A319,5789,,L2J,,AMERICAN,AAL,,Wells Fargo Trust Co Na Trustee,,,2022-09-30,,2013-01-01,,,CFM INTL CFM56-5B6,false,false,false,,No ADS-B Emitter Category Information
a64ab2,N504VL,AIRBUS,Airbus,A319-132,A319,3590,,L2J,,VOLARIS,VOI,,Umb Bank Na Trustee,,,2022-05-31,,,,,,false,false,false,,No ADS-B Emitter Category Information
a3625f,N317RX,EUROCOPTER,Eurocopter Deutschland Gmbh,EC 135 P2+,EC35,0752,,H2T,,,,,Reach Air Medical Services Llc,,,2021-08-31,,2008-01-01,,,P&W CANADA PW206B,false,false,false,,Rotorcraft
8991b7,B-18309,AIRBUS,Airbus,A330 302,A333,707,,L2J,,DYNASTY,CAL,,China Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
3422cb,EC-JQQ,AIRBUS,Airbus,A330 202,A332,749,,L2J,,EUROPA,AEA,,Air Europa,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
02006f,CN-ROH,BOEING,Boeing,737NG 85P/W,B738,33978,,L2J,,ROYALAIR MAROC,RAM,,Royal Air Maroc,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
8a0515,PK-LAL,AIRBUS,Airbus,A320 214SL,A320,6505,,L2J,,,,,Batik Air,,,,,,,,,false,false,false,,Large (75000 to 300000 lbs)
0d09d5,XA-VLU,AIRBUS,Airbus,A321 231SL,A321,7196,,L2J,Volaris,VOLARIS,VOI,Y4,Volaris,D-AVZM,2016-06-28,,,2016-01-01,,,,false,false,false,,Large (75000 to 300000 lbs)
a11d3c,N171DN,BOEING,Boeing,767-332,B763,24759,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2023-08-31,,1990-01-01,,,P&W PW4000 SER,false,false,false,,Heavy (> 300000 lbs)
020018,CN-RNK,BOEING,Boeing,737NG 8B6/W,B738,28981,,L2J,,ROYALAIR MAROC,RAM,,Royal Air Maroc,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
89915c,,,,,,,,,,,,,,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a67c8f,N517MM,,Piper,PA-32RT-300,,32R-7885191,,,,,,,Osadchy Mark S,,,2024-03-31,,1978-01-01,,,LYCOMING IO-540 SER,false,false,false,,Light (< 15500 lbs)
344341,EC-LTM,BOEING,Boeing,737NG 85P/W,B738,36591,,L2J,,EUROPA,AEA,,Air Europa,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
899071,B-16225,AIRBUS,Airbus,A321 211SL,A321,7101,,L2J,,EVA,EVA,,Eva Air,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
42441e,VQ-BCH,AIRBUS,Airbus,Airbus A320 271NSL,A20N,7671,,L2J,,SIBERIAN AIRLINES,SBI,,S7 Airlines,,,,,,,,,false,false,false,,Large (75000 to 300000 lbs)
aa4978,N762FE,CESSNA,Cessna,208B,C208,208B0255,,L1T,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2023-02-28,,1991-01-01,,,P&W PT6A SERIES,false,false,false,,Light (< 15500 lbs)
7c77f8,VH-XZE,BOEING,Boeing,737NG 838/W,B738,39369,,L2J,,QANTAS,QFA,,Qantas,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
7c3ab1,VH-LVN,CESSNA,Cessna Aircraft Company,208B,C208,208B0273,,L1T,,,,,B & B No.2 Pty Limited,,,,,1991-01-01,,,1x Honeywell International Inc. TPE331-11JR-704TT,false,false,false,,Light (< 15500 lbs)
a05cc8,N122SZ,,Cirrus Design Corp,SR22T,,1834,,,,,,,Zs Aviation Llc,,,2022-02-28,,2018-01-01,,,CONT MOTOR TSIO-550-K,false,false,false,,
0d097a,XA-MBO,LEARJET,Bombardier,Learjet 75,LJ75,45-524,,L2J,,,,,Aerolineas Ejecutivas Sa,,,,,,,,,false,false,false,,Small (15500 to 75000 lbs)
a10fdb,N168ES,CESSNA,Cessna,550,C550,550-0706,,L2J,,,,,J E Real Estate Company Llc,,,2021-06-30,,1992-01-01,,,P&W CANADA JT15D-4,false,false,false,,Light (< 15500 lbs)
a32110,N300TW,,Bombardier,Challenger 604,CL64,5428,,,,,,,Wilson Air Services Llc,,,,,,,,,false,false,false,,Small (15500 to 75000 lbs)
a795e8,N588ZJ,BOMBARDIER,Bombardier,Global 5000,GL5T,9679,,L2J,,,,,Zetta Jet,,,,,,,,,false,false,false,,Large (75000 to 300000 lbs)
a548ca,N44FJ,CESSNA,Cessna,525C,C25C,525C-0071,,L2J,,,,,Aurora Aircraft Llc,,,2022-06-30,,2012-01-01,,,WILLIAMS FJ 44 SERIES,false,false,false,,Small (15500 to 75000 lbs)
8a0520,PK-LAY,AIRBUS,Airbus,A320 214SL,A320,7050,,L2J,,,,,Batik Air,,,,,,,,,false,false,false,,
a8e2ac,N6716U,,Mooney,M20C,,2448,,,,,,,Jones Jesse C,,,2023-08-31,,1963-01-01,,,LYCOMING O&VO-360 SER,false,false,false,,
aae67b,N801KF,RAYTHEON,Gulfstream Aerospace Corp,GVI,GLEX,6044,,L2J,,,,,Rb Aircraft Leasing Llc,,,2023-10-31,,2013-01-01,,,ROLLS DEUT BR700-725A112,false,false,false,,Large (75000 to 300000 lbs)
a32363,N301DQ,BOEING,Boeing,737-732,B737,29687,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2024-02-29,,,,,,false,false,false,,Large (75000 to 300000 lbs)
02010e,CN-COI,ATR,Avions De Transport Regional,ATR 72 600,AT76,1143,,L2T,,,,,Royal Air Maroc Express,,,,,,,,,false,false,false,,Small (15500 to 75000 lbs)
ab6542,N833UA,AIRBUS,Airbus Industrie,A319-131,A319,1401,,L2J,,UNITED,UAL,,United Airlines Inc,,,2022-04-30,,2000-01-01,,,IAE V2500SERIES,false,false,false,,No ADS-B Emitter Category Information
780274,B-6073,AIRBUS,Airbus,A330 243,A332,780,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
71bf57,HL7757,BOEING,Boeing,737NG 8GQ/W,B738,35790,,L2J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
42458c,VQ-BRW,AIRBUS,Airbus,A320 214SL,A320,5974,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
850dd0,JA303J,BOEING,Boeing,737NG 846/W,B738,35332,,L2J,,J-BIRD,JAL,,Japan Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
7380c4,4x-EDE,BOEING,Boeing,,B789,,,L2J,El Al Israel Airlines,ELAL,ELY,LY,,,,,,,,,,false,false,false,,
adee2f,,,,,,,,,,,,,,,,,,,,,,false,false,false,,Light (< 15500 lbs)
a67ff0,N518JA,,Bombardier Inc,CL-600-2B16,,5719,,,,,,,Bfja Llc,,,2024-01-31,,2007-01-01,,,GE CF34-3B,false,false,false,,
800bfe,,,,,,,,,,,,,,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a33d62,N308DN,AIRBUS,Airbus,A321-211,A321,7233,,L2J,,DELTA,DAL,,Wells Fargo Trust Co Na Trustee,,,2022-08-31,,2016-01-01,,,CFM INTL CFM56-5B3/3,false,false,false,,Large (75000 to 300000 lbs)
ad793a,N9675M,,Mooney,M20C,,670011,,,,,,,Dkml Aviation Llc,,,2022-03-31,,1966-01-01,,,LYCOMING O&VO-360 SER,false,false,false,,
a6daf1,N54048,,Cessna,172P,,17274857,,,,,,,Hodge Flight Services Llc,,,2024-01-31,,1981-01-01,,,LYCOMING 0-320 SERIES,false,false,false,,
4ab563,SE-MKC,ATR,Avions De Transport Regional,ATR 72 600,AT76,1313,,L2T,,,,,Braathens Regional Airways,,,,,,,,,false,false,false,,Small (15500 to 75000 lbs)
c01fb9,C-FMAI,BOEING,The Boeing Company Commercial Airplane Division,757-2B7 (Boeing),B752,27199,,L2J,,MORNINGSTAR,MAL,,Morningstar Air Express Inc.,,2010-07-22,,,,,,,false,false,false,,High Vortex Large (aircraft such as B-757)
4cc2ae,TF-FIX,BOEING,Boeing,Boeing 757-308,B753,29434,,L2J,Icelandair,ICEAIR,ICE,FI,Icelandair,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
4009de,G-OOBD,BOEING,Boeing Company,BOEING 757-28A,B752,33099,,L2J,,TOMSON,TOM,,Thomson Airways,,2008-10-17,,,2003-01-01,,,2 x ROLLS-ROYCE RB211-535E4-37<br>,false,false,false,,No ADS-B Emitter Category Information
a4503d,N37700,BOEING,Boeing,737-832,B738,29631,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2022-09-30,,2002-01-01,,,CFM INTL. CFM56 SERIES,false,false,false,,
a85450,N636CZ,EMBRAER,Embraer,EMB-175 LR,E75S,17000253,,L2J,,Compass Rose,CPZ,,Delta Connection,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
aa5b9f,N767AX,BOEING,Boeing,767-281,B762,22785,,L2J,,,,,Cargo Aircraft Management Inc,,,2022-10-31,,1983-01-01,,,GE CF6-80 SERIES,false,false,false,,No ADS-B Emitter Category Information
3964f4,F-GZHU,BOEING,Boeing,737NG 8K2/W,B738,41352,,L2J,,FRENCH SUN,TVF,,Transavia France,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
7583ae,RP-C9924,AIRBUS,Airbus,A321 231SL,A321,6623,,L2J,,PHILIPPINE,PAL,,Philippine Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
8963d6,A6-EPG,BOEING,Boeing,777 31HER,B77W,42326,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
406e2e,G-JZHD,BOEING,Boeing Company,BOEING 737-808,B738,34706,,L2J,,CHANNEX,EXS,,Jet2,,2015-04-23,,,2006-01-01,,,2 x CFM CFM56-7B26<br>,false,false,false,,No ADS-B Emitter Category Information
78138f,,,,,,,,,,,,,,,,,,,,,,false,false,false,,Large (75000 to 300000 lbs)
76cd8f,9V-SLO,AIRBUS,Airbus,A320 233,A320,5050,,L2J,,SILKAIR,SLK,,Silkair,,,,,,,,,false,false,false,,
780a02,B-LCK,,Gulfstream Aerospace,G450,G450,4182,,,,,,,Prime Century Worldwide Ltd,,,,,,,,,false,false,false,,Small (15500 to 75000 lbs)
06a0b1,A7-BCM,BOEING,Boeing,Boeing 787 8,B788,38331,150,L2J,Qatar Airways,QATARI,QTR,QR,Qatar Airways,,2014-05-01,,,2014-01-01,,,,false,false,false,,Heavy (> 300000 lbs)
a7d32d,N603JA,,Cirrus Design Corp,SR20,,2464,,,,,,,Juliette Alpha Flying Llc,,,2023-04-30,,2018-01-01,,,LYCOMING IO-390-C3B6,false,false,false,,
ad3c16,N952AA,BOEING,Boeing,737-823,B738,30088,,L2J,,AMERICAN,AAL,,American Airlines Inc,,,2022-02-28,,2000-01-01,,,CFM INTL. CFM56 SERIES,false,false,false,,No ADS-B Emitter Category Information
a1ee27,N223WN,BOEING,Boeing,737-7H4,B737,32492,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2021-11-30,,2005-01-01,,,CFM INTL. CFM56 SERIES,false,false,false,,No ADS-B Emitter Category Information
a612a6,,,,,,,,,,,,,,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a009f8,N101RX,IAI,Israel Aerospace Industriesltd,GULFSTREAM G150,G150,262,,L2J,,,,,Teall Capital Partners Llc,,,2021-08-31,,2008-01-01,,,HONEYWELL TFE731-40AR,false,false,false,,
4ca56a,EI-DWE,BOEING,The Boeing Company,BOEING 737-8AS,B738,36074,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2007-09-27,,,2007-01-01,,,2x CFM CFM56-7B26,false,false,false,,No ADS-B Emitter Category Information
47878e,LN-NIA,BOEING,Boeing,737NG 8JP/W,B738,39444,,L2J,Norwegian Air Shuttle,NOR SHUTTLE,NAX,DY,Norwegian,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a10f57,N1679W,,Beech,V35B,,D-9384,,,,,,,Hesse Robert R C,,,2022-02-28,,,,,CONT MOTOR IO 520 SERIES,false,false,false,,
a3d2f3,N3455L,RAYTHEON,Hawker Beechcraft Corp,B200GT,BE20,BY-55,,L2T,Executive Flight,EXEC,EXE,,Executive Flight Llc,,,2023-12-31,,2008-01-01,,,P&W CANADA PT6A-52,false,false,false,,
a7a08a,N59053,BOEING,Boeing,767-424ER,B764,29448,,L2J,,UNITED,UAL,,United Airlines Inc,,,2021-07-31,,2000-01-01,,,GE CF6-80 SERIES,false,false,false,,No ADS-B Emitter Category Information
4caafa,EI-LBS,BOEING,The Boeing Company,BOEING 757-2Q8,B752,27623,,L2J,,SHAMROCK,EIN,,Asl Airlines (ireland) Limited,,2014-02-21,,,1998-01-01,,,2x PRATT & WHITNEY CANADA PW2040,false,false,false,,No ADS-B Emitter Category Information
a46c9a,N38403,BOEING,Boeing,737-924,B739,30120,,L2J,,UNITED,UAL,,United Airlines Inc,,,2023-10-31,,2001-01-01,,,CFM INTL. CFM56 SERIES,false,false,false,,No ADS-B Emitter Category Information
71c234,HL8234,BOEING,Boeing,737NG 86Q/W,B738,30285,,L2J,,JEJU AIR,JJA,,Jeju Air,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a8e82a,N673PH,,Patrick Henry/jeffrey Henry,RV-10,,41830,,,,,,,N673ph Llc,,,2021-11-30,,2018-01-01,,,LYCOMING YIO-540 SERIE,false,false,false,,
71bf18,HL7718,BOEING,Boeing,737NG 9B5,B739,29996,,L2J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
750204,9M-MXD,BOEING,Boeing,737NG 8H6/W,B738,40131,,L2J,,MALAYSIAN,MAS,,Malaysia Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
a0a798,N141NE,EUROCOPTER-KAWASAKI,Airbus Helicopters Deutschland,MBB-BK 117 D-2,EC45,20145,,H2T,Boston Medflight,,,,New England Life Flight Inc,,,2021-01-31,,2017-01-01,,,SAFRAN ARRIEL 2E,false,false,false,,
c01e29,C-FLKY,CANADAIR,Bombardier Inc.,CL-600-2B19 (Series 100) (Bombardier),CRJ2,7779,,L2J,Novajet,Novajet,NOJ,,2106701 Ontario Inc (novajet),,2016-01-05,,,,,,,false,false,false,,Small (15500 to 75000 lbs)
45c869,OY-RCI,AIRBUS,Airbus,A319 112,A319,3905,,L2J,,FAROELINE,FLI,,Atlantic Airways,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
4cac9b,,,,,,,,,,,,,,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
406d90,G-EZOK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6568,,L2J,,EASY,EZY,,Easyjet Airline,,2015-04-29,,,2015-01-01,,,2 x CFM CFM56-5B4/3<br>,false,false,false,,No ADS-B Emitter Category Information
899074,B-28037,SHANGHAI,Mcdonnell Douglas,DC-9 82,MD82,53479,,L2J,Far Eastern Air Transport,Far Eastern,EFA,EF,Far Eastern Air Transport,,,,,,,,,false,false,false,,
8a0603,PK-LUI,AIRBUS,Airbus,A320 214SL,A320,7289,,L2J,,,,,Batik Air,,,,,,,,,false,false,false,,Large (75000 to 300000 lbs)
e490c4,PR-RIY,CESSNA,Cessna,Citation M2,C25M,525-0846,,L2J,,,,,Alexandre Cenacchi,,,,,,,,,false,false,false,,Light (< 15500 lbs)
8962c0,A6-FDU,BOEING,Boeing,737NG 8KN/W,B738,40249,,L2J,,,FDB,,Flydubai,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
adfe55,94-00326,RAYTHEON,Beech,C-12R Huron,BE20,BW-15,,L2T,,,,,United States Army,,,,,,,,,false,false,false,,Light (< 15500 lbs)
8960e7,A6-EDF,AIRBUS,Airbus,A380 861,A388,7,,L4J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,false,false,false,,Heavy (> 300000 lbs)
345206,EC-MLE,AIRBUS,Airbus,A320 232SL,A320,7109,,L2J,,VUELING,VLG,,Vueling Airlines,,,,,,,,,false,false,false,,Large (75000 to 300000 lbs)
4ba9ab,TC-JMK,AIRBUS,Airbus,A321 231,A321,3738,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,false,false,false,,No ADS-B Emitter Category Information
